ID_Tactique,ID_Match,ID_Joueur,Zones_Influence,Transitions_Rapides,Pressions_Réussies
17806,736,249,Offensive,7,12
17807,736,893,Défensive,9,10
17808,736,509,Médiane,7,13
17809,736,354,Toute Surface,8,3
17810,736,205,Offensive,8,17
17811,736,301,Défensive,6,7
17812,736,767,Toute Surface,4,9
17813,736,219,Toute Surface,2,4
17814,736,432,Médiane,3,12
17815,736,879,Offensive,8,3
17816,736,164,Toute Surface,4,17
17817,736,242,Défensive,6,18
17818,736,261,Défensive,9,10
17819,736,811,Toute Surface,5,4
17820,736,931,Offensive,11,9
17821,736,376,Médiane,5,17
17822,736,680,Défensive,5,4
17823,736,832,Toute Surface,7,10
17824,736,884,Toute Surface,7,18
17825,736,93,Médiane,4,5
17826,736,87,Médiane,6,9
17827,736,56,Défensive,9,10
17828,737,658,Défensive,0,0
17829,737,697,Défensive,0,0
17830,737,786,Défensive,0,0
17831,737,249,Offensive,5,11
17832,737,893,Défensive,6,17
17833,737,509,Toute Surface,7,14
17834,737,354,Défensive,13,4
17835,737,205,Médiane,5,22
17836,737,301,Médiane,5,15
17837,737,767,Offensive,5,6
17838,737,219,Toute Surface,8,12
17839,737,432,Défensive,4,8
17840,737,879,Défensive,15,9
17841,737,164,Médiane,6,12
17842,737,242,Médiane,5,20
17843,737,261,Offensive,8,15
17844,737,811,Toute Surface,6,7
17845,737,931,Défensive,12,5
17846,737,376,Médiane,11,11
17847,737,680,Offensive,4,14
17848,737,832,Médiane,5,17
17849,737,884,Défensive,5,16
17850,737,93,Toute Surface,5,8
17851,737,87,Toute Surface,3,11
17852,737,56,Défensive,9,15
17853,738,658,Défensive,0,0
17854,738,697,Défensive,0,0
17855,738,786,Défensive,0,0
17856,738,249,Toute Surface,4,7
17857,738,893,Toute Surface,12,15
17858,738,509,Toute Surface,11,18
17859,738,354,Toute Surface,16,11
17860,738,205,Toute Surface,12,16
17861,738,301,Toute Surface,6,8
17862,738,767,Offensive,5,13
17863,738,219,Toute Surface,8,16
17864,738,432,Toute Surface,5,7
17865,738,879,Défensive,14,7
17866,738,164,Défensive,11,15
17867,738,242,Défensive,6,20
17868,738,261,Défensive,7,19
17869,738,811,Toute Surface,7,14
17870,738,931,Médiane,12,6
17871,738,376,Toute Surface,8,19
17872,738,680,Défensive,8,9
17873,738,832,Défensive,11,19
17874,738,884,Toute Surface,8,19
17875,738,93,Médiane,5,16
17876,738,87,Toute Surface,6,6
17877,738,56,Médiane,12,11
17878,739,658,Défensive,0,0
17879,739,697,Défensive,0,0
17880,739,786,Défensive,0,0
17881,739,249,Défensive,4,8
17882,739,893,Offensive,6,17
17883,739,509,Médiane,8,17
17884,739,354,Toute Surface,9,6
17885,739,205,Défensive,9,11
17886,739,301,Toute Surface,2,8
17887,739,767,Offensive,3,7
17888,739,219,Médiane,5,9
17889,739,432,Médiane,6,10
17890,739,879,Médiane,9,2
17891,739,164,Médiane,6,18
17892,739,242,Défensive,4,9
17893,739,261,Médiane,5,17
17894,739,811,Médiane,5,5
17895,739,931,Médiane,9,9
17896,739,376,Médiane,8,15
17897,739,680,Toute Surface,7,7
17898,739,832,Médiane,8,15
17899,739,884,Toute Surface,5,14
17900,739,93,Toute Surface,4,13
17901,739,87,Médiane,6,13
17902,739,56,Médiane,7,15
17903,740,658,Défensive,0,0
17904,740,697,Défensive,0,0
17905,740,786,Défensive,0,0
17906,740,249,Médiane,8,11
17907,740,893,Défensive,6,10
17908,740,509,Toute Surface,5,19
17909,740,354,Défensive,14,5
17910,740,205,Défensive,6,14
17911,740,301,Offensive,6,7
17912,740,767,Défensive,6,13
17913,740,219,Médiane,3,7
17914,740,432,Offensive,6,6
17915,740,879,Offensive,8,5
17916,740,164,Médiane,11,19
17917,740,242,Médiane,12,13
17918,740,261,Toute Surface,7,19
17919,740,811,Toute Surface,6,13
17920,740,931,Médiane,12,6
17921,740,376,Médiane,12,19
17922,740,680,Toute Surface,7,15
17923,740,832,Défensive,10,11
17924,740,884,Toute Surface,5,12
17925,740,93,Médiane,5,13
17926,740,87,Toute Surface,3,13
17927,740,56,Défensive,11,13
17928,741,658,Défensive,0,0
17929,741,697,Défensive,0,0
17930,741,786,Défensive,0,0
17931,741,249,Toute Surface,2,5
17932,741,893,Médiane,4,13
17933,741,509,Toute Surface,8,9
17934,741,354,Médiane,10,7
17935,741,205,Défensive,4,9
17936,741,301,Toute Surface,3,9
17937,741,767,Défensive,4,11
17938,741,219,Offensive,4,4
17939,741,432,Défensive,7,10
17940,741,879,Médiane,8,8
17941,741,164,Défensive,6,9
17942,741,242,Défensive,8,9
17943,741,261,Offensive,4,17
17944,741,811,Offensive,6,6
17945,741,931,Toute Surface,8,3
17946,741,376,Médiane,9,15
17947,741,680,Toute Surface,2,9
17948,741,832,Défensive,9,12
17949,741,884,Médiane,5,17
17950,741,93,Médiane,4,11
17951,741,87,Défensive,6,8
17952,741,56,Défensive,9,12
17953,742,658,Défensive,0,0
17954,742,697,Défensive,0,0
17955,742,786,Défensive,0,0
17956,742,249,Médiane,3,9
17957,742,893,Défensive,7,19
17958,742,509,Défensive,12,11
17959,742,354,Toute Surface,15,4
17960,742,205,Défensive,7,11
17961,742,301,Toute Surface,8,11
17962,742,767,Médiane,6,15
17963,742,219,Médiane,7,14
17964,742,432,Toute Surface,6,11
17965,742,879,Offensive,14,6
17966,742,164,Médiane,11,20
17967,742,242,Défensive,7,15
17968,742,261,Toute Surface,9,12
17969,742,811,Défensive,3,6
17970,742,931,Offensive,15,4
17971,742,376,Offensive,8,11
17972,742,680,Toute Surface,7,11
17973,742,832,Défensive,8,22
17974,742,884,Défensive,8,11
17975,742,93,Toute Surface,8,9
17976,742,87,Offensive,3,13
17977,742,56,Offensive,8,12
17978,743,658,Défensive,0,0
17979,743,697,Défensive,0,0
17980,743,786,Défensive,0,0
17981,743,249,Défensive,5,9
17982,743,893,Toute Surface,7,15
17983,743,509,Toute Surface,12,17
17984,743,354,Défensive,13,6
17985,743,205,Offensive,6,19
17986,743,301,Médiane,5,15
17987,743,767,Médiane,3,8
17988,743,219,Médiane,8,5
17989,743,432,Médiane,4,6
17990,743,879,Médiane,11,9
17991,743,164,Toute Surface,6,16
17992,743,242,Défensive,11,20
17993,743,261,Défensive,13,17
17994,743,811,Médiane,3,9
17995,743,931,Médiane,16,6
17996,743,376,Défensive,7,17
17997,743,680,Offensive,8,6
17998,743,832,Offensive,6,14
17999,743,884,Toute Surface,11,18
18000,743,93,Toute Surface,5,7
18001,743,87,Offensive,6,9
18002,743,56,Médiane,7,13
18003,744,658,Défensive,0,0
18004,744,697,Défensive,0,0
18005,744,786,Défensive,0,0
18006,744,249,Offensive,4,14
18007,744,893,Défensive,5,19
18008,744,509,Offensive,9,17
18009,744,354,Défensive,16,8
18010,744,205,Offensive,9,15
18011,744,301,Toute Surface,3,12
18012,744,767,Défensive,6,9
18013,744,219,Défensive,5,9
18014,744,432,Toute Surface,3,15
18015,744,879,Défensive,9,8
18016,744,164,Médiane,7,22
18017,744,242,Toute Surface,7,22
18018,744,261,Toute Surface,11,17
18019,744,811,Défensive,5,8
18020,744,931,Médiane,13,9
18021,744,376,Défensive,11,17
18022,744,680,Offensive,8,12
18023,744,832,Médiane,13,15
18024,744,884,Médiane,6,17
18025,744,93,Toute Surface,4,7
18026,744,87,Défensive,6,12
18027,744,56,Défensive,9,13
18028,745,658,Défensive,0,0
18029,745,697,Défensive,0,0
18030,745,786,Défensive,0,0
18031,745,249,Toute Surface,8,12
18032,745,893,Toute Surface,8,22
18033,745,509,Toute Surface,12,13
18034,745,354,Toute Surface,8,9
18035,745,205,Offensive,6,16
18036,745,301,Médiane,7,8
18037,745,767,Médiane,7,5
18038,745,219,Toute Surface,7,8
18039,745,432,Médiane,6,11
18040,745,879,Offensive,12,6
18041,745,164,Offensive,12,15
18042,745,242,Défensive,5,14
18043,745,261,Défensive,12,18
18044,745,811,Offensive,3,6
18045,745,931,Offensive,16,11
18046,745,376,Défensive,12,16
18047,745,680,Offensive,3,15
18048,745,832,Offensive,8,16
18049,745,884,Toute Surface,6,20
18050,745,93,Défensive,3,5
18051,745,87,Toute Surface,6,9
18052,745,56,Offensive,5,17
18053,746,658,Défensive,0,0
18054,746,697,Défensive,0,0
18055,746,786,Défensive,0,0
18056,746,249,Offensive,7,11
18057,746,893,Défensive,6,18
18058,746,509,Médiane,9,9
18059,746,354,Défensive,8,5
18060,746,205,Offensive,9,9
18061,746,301,Médiane,6,10
18062,746,767,Toute Surface,7,6
18063,746,219,Médiane,4,9
18064,746,432,Médiane,5,9
18065,746,879,Défensive,8,4
18066,746,164,Médiane,5,12
18067,746,242,Toute Surface,9,17
18068,746,261,Toute Surface,6,9
18069,746,811,Médiane,6,10
18070,746,931,Médiane,7,2
18071,746,376,Offensive,10,17
18072,746,680,Défensive,7,13
18073,746,832,Défensive,5,16
18074,746,884,Toute Surface,9,10
18075,746,93,Offensive,2,4
18076,746,87,Offensive,3,5
18077,746,56,Médiane,7,15
18078,747,658,Défensive,0,0
18079,747,697,Défensive,0,0
18080,747,786,Défensive,0,0
18081,747,249,Toute Surface,6,5
18082,747,893,Toute Surface,13,12
18083,747,509,Offensive,7,16
18084,747,354,Défensive,12,4
18085,747,205,Offensive,5,13
18086,747,301,Médiane,7,6
18087,747,767,Médiane,8,13
18088,747,219,Offensive,4,7
18089,747,432,Médiane,5,9
18090,747,879,Toute Surface,9,4
18091,747,164,Médiane,12,17
18092,747,242,Défensive,6,14
18093,747,261,Offensive,12,22
18094,747,811,Toute Surface,3,5
18095,747,931,Défensive,12,9
18096,747,376,Défensive,9,20
18097,747,680,Offensive,7,12
18098,747,832,Médiane,6,11
18099,747,884,Médiane,6,20
18100,747,93,Offensive,5,5
18101,747,87,Défensive,7,15
18102,747,56,Médiane,7,17
18103,748,658,Défensive,0,0
18104,748,697,Défensive,0,0
18105,748,786,Défensive,0,0
18106,748,249,Toute Surface,4,8
18107,748,893,Défensive,6,15
18108,748,509,Défensive,5,11
18109,748,354,Offensive,11,3
18110,748,205,Toute Surface,6,10
18111,748,301,Médiane,4,8
18112,748,767,Défensive,3,5
18113,748,219,Médiane,8,6
18114,748,432,Médiane,6,5
18115,748,879,Offensive,8,9
18116,748,164,Médiane,12,19
18117,748,242,Médiane,12,17
18118,748,261,Médiane,11,13
18119,748,811,Offensive,4,6
18120,748,931,Toute Surface,9,3
18121,748,376,Offensive,11,16
18122,748,680,Offensive,4,7
18123,748,832,Médiane,6,13
18124,748,884,Médiane,11,19
18125,748,93,Offensive,7,7
18126,748,87,Médiane,7,11
18127,748,56,Défensive,6,17
18128,749,658,Défensive,0,0
18129,749,697,Défensive,0,0
18130,749,786,Défensive,0,0
18131,749,249,Défensive,5,8
18132,749,893,Toute Surface,9,12
18133,749,509,Défensive,9,15
18134,749,354,Défensive,15,5
18135,749,205,Offensive,12,12
18136,749,301,Offensive,4,5
18137,749,767,Médiane,3,13
18138,749,219,Offensive,5,9
18139,749,432,Médiane,3,11
18140,749,879,Offensive,8,10
18141,749,164,Médiane,12,15
18142,749,242,Défensive,6,17
18143,749,261,Médiane,8,19
18144,749,811,Offensive,3,8
18145,749,931,Médiane,11,3
18146,749,376,Médiane,5,10
18147,749,680,Toute Surface,8,7
18148,749,832,Défensive,5,13
18149,749,884,Médiane,9,20
18150,749,93,Défensive,5,15
18151,749,87,Offensive,3,14
18152,749,56,Médiane,9,14
18153,750,658,Défensive,0,0
18154,750,697,Défensive,0,0
18155,750,786,Défensive,0,0
18156,750,249,Médiane,6,12
18157,750,893,Médiane,7,17
18158,750,509,Offensive,7,12
18159,750,354,Toute Surface,16,3
18160,750,205,Toute Surface,5,20
18161,750,301,Médiane,7,13
18162,750,767,Offensive,3,14
18163,750,219,Offensive,3,6
18164,750,432,Médiane,4,11
18165,750,879,Médiane,14,5
18166,750,164,Offensive,8,20
18167,750,242,Toute Surface,9,14
18168,750,261,Défensive,13,15
18169,750,811,Médiane,3,7
18170,750,931,Toute Surface,8,4
18171,750,376,Toute Surface,11,18
18172,750,680,Toute Surface,6,7
18173,750,832,Toute Surface,13,17
18174,750,884,Défensive,11,22
18175,750,93,Défensive,5,8
18176,750,87,Médiane,8,7
18177,750,56,Médiane,13,15
18178,751,97,Aucune,0,0
18179,751,489,Aucune,0,0
18180,751,567,Défensive,0,0
18181,751,188,Aucune,0,0
18182,751,286,Toute Surface,7,6
18183,751,628,Aucune,0,0
18184,751,313,Offensive,3,11
18185,751,588,Offensive,8,6
18186,751,145,Médiane,14,8
18187,751,654,Médiane,9,3
18188,751,236,Toute Surface,9,12
18189,751,917,Médiane,5,7
18190,751,79,Aucune,0,0
18191,751,316,Défensive,8,17
18192,751,565,Médiane,13,4
18193,751,260,Médiane,11,9
18194,751,550,Aucune,0,0
18195,751,104,Aucune,0,0
18196,751,472,Aucune,0,0
18197,751,906,Offensive,11,20
18198,751,469,Médiane,7,13
18199,751,47,Aucune,0,0
18200,751,871,Défensive,3,8
18201,751,561,Aucune,0,0
18202,751,657,Offensive,5,12
18203,752,97,Défensive,0,0
18204,752,489,Défensive,0,0
18205,752,567,Défensive,0,0
18206,752,188,Offensive,13,9
18207,752,286,Offensive,4,7
18208,752,628,Toute Surface,6,22
18209,752,313,Défensive,3,7
18210,752,588,Médiane,11,11
18211,752,145,Offensive,16,9
18212,752,654,Toute Surface,8,4
18213,752,236,Défensive,12,22
18214,752,917,Défensive,3,5
18215,752,79,Médiane,8,13
18216,752,316,Toute Surface,5,16
18217,752,565,Médiane,16,11
18218,752,260,Médiane,14,9
18219,752,550,Aucune,0,0
18220,752,104,Aucune,0,0
18221,752,472,Médiane,9,11
18222,752,906,Toute Surface,8,14
18223,752,469,Offensive,7,12
18224,752,47,Aucune,0,0
18225,752,871,Offensive,4,6
18226,752,561,Médiane,12,14
18227,752,657,Toute Surface,7,7
18228,753,97,Défensive,0,0
18229,753,489,Défensive,0,0
18230,753,567,Défensive,0,0
18231,753,188,Toute Surface,13,3
18232,753,286,Défensive,3,9
18233,753,628,Médiane,7,12
18234,753,313,Offensive,5,16
18235,753,588,Défensive,12,7
18236,753,145,Défensive,12,11
18237,753,654,Toute Surface,11,7
18238,753,236,Toute Surface,12,14
18239,753,917,Médiane,5,11
18240,753,79,Défensive,7,16
18241,753,316,Défensive,6,20
18242,753,565,Défensive,14,4
18243,753,260,Médiane,16,6
18244,753,550,Médiane,4,9
18245,753,104,Toute Surface,7,14
18246,753,472,Défensive,8,4
18247,753,906,Offensive,8,15
18248,753,469,Défensive,12,14
18249,753,47,Aucune,0,0
18250,753,871,Offensive,8,7
18251,753,561,Médiane,6,20
18252,753,657,Défensive,3,12
18253,754,97,Défensive,0,0
18254,754,489,Défensive,0,0
18255,754,567,Défensive,0,0
18256,754,188,Médiane,8,7
18257,754,286,Médiane,3,15
18258,754,628,Médiane,11,13
18259,754,313,Offensive,4,14
18260,754,588,Défensive,16,9
18261,754,145,Défensive,15,9
18262,754,654,Toute Surface,15,5
18263,754,236,Défensive,12,15
18264,754,917,Toute Surface,5,11
18265,754,79,Offensive,4,15
18266,754,316,Toute Surface,13,15
18267,754,565,Médiane,8,8
18268,754,260,Défensive,13,3
18269,754,550,Toute Surface,4,5
18270,754,104,Défensive,13,18
18271,754,472,Médiane,14,7
18272,754,906,Défensive,9,22
18273,754,469,Défensive,6,17
18274,754,47,Médiane,6,14
18275,754,871,Médiane,6,8
18276,754,561,Toute Surface,9,18
18277,754,657,Toute Surface,3,14
18278,755,97,Défensive,0,0
18279,755,489,Défensive,0,0
18280,755,567,Défensive,0,0
18281,755,188,Médiane,15,8
18282,755,286,Défensive,7,8
18283,755,628,Offensive,10,18
18284,755,313,Toute Surface,7,8
18285,755,588,Offensive,12,8
18286,755,145,Offensive,10,6
18287,755,654,Toute Surface,11,6
18288,755,236,Défensive,11,15
18289,755,917,Défensive,6,12
18290,755,79,Toute Surface,6,11
18291,755,316,Offensive,5,20
18292,755,565,Médiane,9,7
18293,755,260,Offensive,11,7
18294,755,550,Défensive,5,11
18295,755,104,Toute Surface,8,13
18296,755,472,Toute Surface,14,5
18297,755,906,Offensive,10,10
18298,755,469,Offensive,10,18
18299,755,47,Offensive,8,6
18300,755,871,Médiane,4,14
18301,755,561,Offensive,7,13
18302,755,657,Offensive,5,5
18303,756,97,Défensive,0,0
18304,756,489,Défensive,0,0
18305,756,567,Défensive,0,0
18306,756,188,Défensive,10,7
18307,756,286,Offensive,4,11
18308,756,628,Offensive,8,12
18309,756,313,Défensive,5,6
18310,756,588,Défensive,7,5
18311,756,145,Médiane,10,3
18312,756,654,Médiane,12,2
18313,756,236,Toute Surface,5,17
18314,756,917,Défensive,3,12
18315,756,79,Médiane,7,12
18316,756,316,Défensive,10,18
18317,756,565,Médiane,12,7
18318,756,260,Toute Surface,12,9
18319,756,550,Médiane,3,6
18320,756,104,Médiane,5,17
18321,756,472,Toute Surface,9,6
18322,756,906,Offensive,9,18
18323,756,469,Défensive,7,9
18324,756,47,Défensive,3,12
18325,756,871,Défensive,2,9
18326,756,561,Médiane,9,13
18327,756,657,Offensive,7,7
18328,757,97,Défensive,0,0
18329,757,489,Défensive,0,0
18330,757,567,Défensive,0,0
18331,757,188,Défensive,9,8
18332,757,286,Offensive,7,8
18333,757,628,Toute Surface,9,18
18334,757,313,Défensive,2,9
18335,757,588,Toute Surface,8,4
18336,757,145,Toute Surface,9,3
18337,757,654,Médiane,13,7
18338,757,236,Médiane,6,17
18339,757,917,Défensive,2,4
18340,757,79,Offensive,7,6
18341,757,316,Médiane,9,14
18342,757,565,Défensive,9,5
18343,757,260,Défensive,10,4
18344,757,550,Médiane,4,7
18345,757,104,Offensive,6,15
18346,757,472,Offensive,8,4
18347,757,906,Défensive,9,9
18348,757,469,Toute Surface,10,12
18349,757,47,Toute Surface,5,9
18350,757,871,Offensive,7,7
18351,757,561,Médiane,9,14
18352,757,657,Défensive,4,4
18353,758,97,Défensive,0,0
18354,758,489,Défensive,0,0
18355,758,567,Défensive,0,0
18356,758,188,Offensive,9,6
18357,758,286,Toute Surface,3,13
18358,758,628,Médiane,4,17
18359,758,313,Médiane,6,6
18360,758,588,Toute Surface,12,9
18361,758,145,Offensive,8,9
18362,758,654,Défensive,12,5
18363,758,236,Défensive,4,12
18364,758,917,Défensive,2,9
18365,758,79,Toute Surface,4,6
18366,758,316,Défensive,7,17
18367,758,565,Offensive,8,5
18368,758,260,Médiane,11,4
18369,758,550,Toute Surface,5,11
18370,758,104,Défensive,8,9
18371,758,472,Médiane,8,7
18372,758,906,Offensive,9,18
18373,758,469,Médiane,10,9
18374,758,47,Offensive,7,7
18375,758,871,Offensive,4,8
18376,758,561,Médiane,10,11
18377,758,657,Défensive,6,12
18378,759,97,Défensive,0,0
18379,759,489,Défensive,0,0
18380,759,567,Défensive,0,0
18381,759,188,Toute Surface,10,4
18382,759,286,Médiane,7,9
18383,759,628,Offensive,8,12
18384,759,313,Défensive,4,10
18385,759,588,Défensive,8,3
18386,759,145,Toute Surface,12,9
18387,759,654,Médiane,9,6
18388,759,236,Médiane,10,10
18389,759,917,Défensive,7,13
18390,759,79,Médiane,5,9
18391,759,316,Toute Surface,9,9
18392,759,565,Médiane,9,7
18393,759,260,Médiane,10,5
18394,759,550,Médiane,2,12
18395,759,104,Toute Surface,10,9
18396,759,472,Toute Surface,9,9
18397,759,906,Offensive,10,13
18398,759,469,Toute Surface,5,9
18399,759,47,Toute Surface,6,6
18400,759,871,Toute Surface,2,4
18401,759,561,Défensive,9,16
18402,759,657,Offensive,4,4
18403,760,97,Défensive,0,0
18404,760,489,Défensive,0,0
18405,760,567,Défensive,0,0
18406,760,188,Offensive,8,7
18407,760,286,Médiane,2,12
18408,760,628,Offensive,6,15
18409,760,313,Toute Surface,3,10
18410,760,588,Défensive,11,9
18411,760,145,Médiane,12,6
18412,760,654,Défensive,8,3
18413,760,236,Défensive,4,9
18414,760,917,Offensive,7,4
18415,760,79,Médiane,3,12
18416,760,316,Toute Surface,9,14
18417,760,565,Défensive,9,5
18418,760,260,Défensive,8,8
18419,760,550,Offensive,3,13
18420,760,104,Défensive,4,10
18421,760,472,Défensive,9,5
18422,760,906,Médiane,10,17
18423,760,469,Médiane,7,13
18424,760,47,Médiane,5,10
18425,760,871,Défensive,3,10
18426,760,561,Défensive,5,14
18427,760,657,Toute Surface,7,8
18428,761,97,Défensive,0,0
18429,761,489,Défensive,0,0
18430,761,567,Défensive,0,0
18431,761,188,Toute Surface,13,7
18432,761,286,Médiane,7,11
18433,761,628,Offensive,10,17
18434,761,313,Médiane,5,7
18435,761,588,Offensive,12,2
18436,761,145,Défensive,12,4
18437,761,654,Défensive,7,5
18438,761,236,Toute Surface,9,12
18439,761,917,Défensive,4,13
18440,761,79,Médiane,4,12
18441,761,316,Médiane,5,15
18442,761,565,Défensive,8,4
18443,761,260,Défensive,7,7
18444,761,550,Offensive,4,6
18445,761,104,Médiane,5,9
18446,761,472,Offensive,8,3
18447,761,906,Médiane,5,11
18448,761,469,Toute Surface,8,13
18449,761,47,Offensive,5,10
18450,761,871,Défensive,3,13
18451,761,561,Toute Surface,4,13
18452,761,657,Défensive,5,6
18453,762,97,Défensive,0,0
18454,762,489,Défensive,0,0
18455,762,567,Défensive,0,0
18456,762,188,Toute Surface,12,7
18457,762,286,Médiane,3,14
18458,762,628,Médiane,5,19
18459,762,313,Médiane,5,6
18460,762,588,Médiane,16,9
18461,762,145,Médiane,15,8
18462,762,654,Toute Surface,15,8
18463,762,236,Toute Surface,9,19
18464,762,917,Offensive,4,15
18465,762,79,Offensive,8,15
18466,762,316,Toute Surface,5,13
18467,762,565,Médiane,9,5
18468,762,260,Offensive,11,4
18469,762,550,Médiane,8,11
18470,762,104,Offensive,11,11
18471,762,472,Toute Surface,8,11
18472,762,906,Médiane,5,19
18473,762,469,Toute Surface,12,12
18474,762,47,Toute Surface,5,12
18475,762,871,Médiane,4,9
18476,762,561,Défensive,7,15
18477,762,657,Offensive,8,5
18478,763,97,Défensive,0,0
18479,763,489,Défensive,0,0
18480,763,567,Défensive,0,0
18481,763,188,Toute Surface,8,8
18482,763,286,Médiane,3,15
18483,763,628,Toute Surface,5,14
18484,763,313,Offensive,5,5
18485,763,588,Médiane,12,5
18486,763,145,Toute Surface,9,8
18487,763,654,Médiane,15,4
18488,763,236,Toute Surface,8,12
18489,763,917,Défensive,6,7
18490,763,79,Médiane,8,8
18491,763,316,Offensive,7,20
18492,763,565,Toute Surface,14,9
18493,763,260,Médiane,12,4
18494,763,550,Médiane,6,16
18495,763,104,Médiane,6,16
18496,763,472,Toute Surface,9,9
18497,763,906,Toute Surface,12,13
18498,763,469,Toute Surface,9,20
18499,763,47,Toute Surface,3,13
18500,763,871,Défensive,4,6
18501,763,561,Offensive,12,14
18502,763,657,Défensive,7,15
18503,764,97,Défensive,0,0
18504,764,489,Défensive,0,0
18505,764,567,Défensive,0,0
18506,764,188,Défensive,11,9
18507,764,286,Offensive,5,7
18508,764,628,Médiane,6,14
18509,764,313,Toute Surface,8,7
18510,764,588,Défensive,14,6
18511,764,145,Défensive,14,7
18512,764,654,Toute Surface,16,9
18513,764,236,Offensive,11,13
18514,764,917,Médiane,6,6
18515,764,79,Offensive,4,6
18516,764,316,Toute Surface,8,13
18517,764,565,Médiane,14,8
18518,764,260,Offensive,12,5
18519,764,550,Médiane,8,7
18520,764,104,Défensive,6,22
18521,764,472,Médiane,16,7
18522,764,906,Offensive,8,13
18523,764,469,Offensive,8,16
18524,764,47,Toute Surface,5,6
18525,764,871,Défensive,3,16
18526,764,561,Défensive,9,17
18527,764,657,Médiane,7,14
18528,765,97,Défensive,0,0
18529,765,489,Défensive,0,0
18530,765,567,Défensive,0,0
18531,765,188,Médiane,9,5
18532,765,286,Toute Surface,7,10
18533,765,628,Toute Surface,7,9
18534,765,313,Défensive,7,9
18535,765,588,Médiane,7,6
18536,765,145,Défensive,13,4
18537,765,654,Médiane,8,5
18538,765,236,Offensive,9,14
18539,765,917,Toute Surface,6,10
18540,765,79,Toute Surface,3,11
18541,765,316,Médiane,4,9
18542,765,565,Toute Surface,8,2
18543,765,260,Toute Surface,9,9
18544,765,550,Toute Surface,4,6
18545,765,104,Toute Surface,4,12
18546,765,472,Offensive,11,5
18547,765,906,Médiane,5,13
18548,765,469,Offensive,5,9
18549,765,47,Médiane,3,8
18550,765,871,Offensive,3,9
18551,765,561,Médiane,9,11
18552,765,657,Défensive,5,11
18553,766,97,Défensive,0,0
18554,766,489,Défensive,0,0
18555,766,567,Défensive,0,0
18556,766,188,Offensive,16,9
18557,766,286,Toute Surface,7,16
18558,766,628,Défensive,9,12
18559,766,313,Offensive,4,5
18560,766,588,Médiane,14,3
18561,766,145,Toute Surface,14,3
18562,766,654,Offensive,9,8
18563,766,236,Médiane,11,16
18564,766,917,Défensive,5,11
18565,766,79,Défensive,6,9
18566,766,316,Toute Surface,8,13
18567,766,565,Toute Surface,14,3
18568,766,260,Médiane,15,7
18569,766,550,Défensive,8,12
18570,766,104,Défensive,5,12
18571,766,472,Médiane,11,8
18572,766,906,Toute Surface,8,17
18573,766,469,Défensive,7,22
18574,766,47,Toute Surface,5,9
18575,766,871,Offensive,6,14
18576,766,561,Médiane,9,11
18577,766,657,Offensive,3,6
18578,767,97,Défensive,0,0
18579,767,489,Défensive,0,0
18580,767,567,Défensive,0,0
18581,767,188,Offensive,12,3
18582,767,286,Médiane,3,6
18583,767,628,Défensive,10,14
18584,767,313,Toute Surface,6,6
18585,767,588,Médiane,9,10
18586,767,145,Offensive,13,5
18587,767,654,Défensive,10,9
18588,767,236,Toute Surface,11,13
18589,767,917,Toute Surface,6,14
18590,767,79,Défensive,7,8
18591,767,316,Défensive,10,18
18592,767,565,Médiane,8,7
18593,767,260,Toute Surface,11,8
18594,767,550,Offensive,5,5
18595,767,104,Défensive,5,15
18596,767,472,Offensive,11,9
18597,767,906,Médiane,5,17
18598,767,469,Défensive,7,12
18599,767,47,Toute Surface,4,5
18600,767,871,Toute Surface,6,5
18601,767,561,Défensive,6,15
18602,767,657,Toute Surface,4,15
18603,768,97,Défensive,0,0
18604,768,489,Défensive,0,0
18605,768,567,Défensive,0,0
18606,768,188,Offensive,10,3
18607,768,286,Offensive,5,5
18608,768,628,Toute Surface,10,10
18609,768,313,Médiane,5,7
18610,768,588,Toute Surface,13,8
18611,768,145,Offensive,13,4
18612,768,654,Offensive,11,5
18613,768,236,Offensive,9,9
18614,768,917,Défensive,2,12
18615,768,79,Médiane,5,9
18616,768,316,Toute Surface,7,13
18617,768,565,Défensive,11,3
18618,768,260,Médiane,7,3
18619,768,550,Toute Surface,6,9
18620,768,104,Toute Surface,6,9
18621,768,472,Médiane,12,6
18622,768,906,Défensive,4,9
18623,768,469,Médiane,7,17
18624,768,47,Toute Surface,4,7
18625,768,871,Offensive,3,12
18626,768,561,Offensive,8,9
18627,768,657,Offensive,2,12
18628,769,97,Défensive,0,0
18629,769,489,Défensive,0,0
18630,769,567,Défensive,0,0
18631,769,188,Offensive,12,2
18632,769,286,Offensive,3,10
18633,769,628,Offensive,8,9
18634,769,313,Défensive,7,11
18635,769,588,Médiane,12,6
18636,769,145,Défensive,9,6
18637,769,654,Toute Surface,12,7
18638,769,236,Toute Surface,8,13
18639,769,917,Défensive,7,4
18640,769,79,Médiane,3,6
18641,769,316,Toute Surface,6,9
18642,769,565,Toute Surface,10,7
18643,769,260,Toute Surface,13,3
18644,769,550,Défensive,7,13
18645,769,104,Toute Surface,10,13
18646,769,472,Médiane,10,2
18647,769,906,Toute Surface,4,18
18648,769,469,Toute Surface,5,15
18649,769,47,Défensive,7,10
18650,769,871,Médiane,5,9
18651,769,561,Toute Surface,9,9
18652,769,657,Toute Surface,3,5
18653,770,97,Défensive,0,0
