ID_Entrainement,ID_Joueur,Date_Entrainement,Durée,Intensité,Distance_Parcourue,Sprint_Max,Type_Exercice,Catégorie,Saison
91311,617,2025-02-11,73,Faible,4.53,24.73,Sprint,Cadet A,2024-2025
91312,152,2025-02-11,93,Élevée,8.98,32.77,Sprint,Cadet A,2024-2025
91313,688,2025-02-11,91,Moyenne,7.41,29.97,Sprint,Cadet A,2024-2025
91314,818,2025-02-11,104,Élevée,9.53,30.38,Sprint,Cadet A,2024-2025
91315,600,2025-02-11,68,Moyenne,5.38,29.27,Match d’entraînement,Cadet A,2024-2025
91316,393,2025-02-11,67,Faible,4.98,23.82,Technique,Cadet A,2024-2025
91317,445,2025-02-11,106,Faible,4.67,24.46,Sprint,Cadet A,2024-2025
91318,270,2025-02-11,120,Faible,3.73,21.2,Endurance,Cadet A,2024-2025
91319,101,2025-02-11,77,Moyenne,5.44,29.66,Endurance,Cadet A,2024-2025
91320,124,2025-02-11,61,Élevée,7.75,30.68,Sprint,Cadet A,2024-2025
91321,757,2025-02-11,71,Élevée,8.07,31.05,Sprint,Cadet A,2024-2025
91322,895,2025-02-11,105,Faible,4.79,23.15,Sprint,Cadet A,2024-2025
91323,666,2025-02-11,80,Élevée,9.63,30.92,Technique,Cadet A,2024-2025
91324,802,2025-02-11,91,Moyenne,7.42,28.39,Endurance,Cadet A,2024-2025
91325,341,2025-02-11,109,Élevée,8.68,30.34,Endurance,Cadet A,2024-2025
91326,285,2025-02-11,118,Élevée,7.69,31.7,Sprint,Cadet A,2024-2025
91327,449,2025-02-11,99,Faible,3.3,22.47,Sprint,Cadet B,2024-2025
91328,723,2025-02-11,88,Moyenne,5.22,27.64,Technique,Cadet B,2024-2025
91329,748,2025-02-11,102,Faible,3.29,22.49,Sprint,Cadet B,2024-2025
91330,582,2025-02-11,86,Moyenne,6.88,26.93,Sprint,Cadet B,2024-2025
91331,833,2025-02-11,114,Élevée,8.79,31.31,Sprint,Cadet B,2024-2025
91332,176,2025-02-11,102,Faible,3.18,23.68,Technique,Cadet B,2024-2025
91333,529,2025-02-11,103,Moyenne,6.96,26.56,Technique,Cadet B,2024-2025
91334,348,2025-02-11,112,Faible,4.42,20.04,Sprint,Cadet B,2024-2025
91335,571,2025-02-11,106,Faible,4.68,24.49,Technique,Cadet B,2024-2025
91336,825,2025-02-11,76,Élevée,8.59,31.48,Sprint,Cadet B,2024-2025
91337,610,2025-02-11,101,Moyenne,6.79,26.88,Sprint,Cadet B,2024-2025
91338,468,2025-02-11,86,Moyenne,5.67,26.53,Endurance,Cadet B,2024-2025
91339,212,2025-02-11,115,Faible,4.04,22.48,Sprint,Cadet B,2024-2025
91340,147,2025-02-11,106,Faible,3.44,20.01,Endurance,Cadet B,2024-2025
91341,476,2025-02-11,92,Faible,4.55,24.86,Match d’entraînement,Cadet B,2024-2025
91342,942,2025-02-11,86,Faible,4.52,21.68,Technique,Cadet B,2024-2025
91343,211,2025-02-11,83,Élevée,8.25,32.55,Sprint,Cadet B,2024-2025
91344,668,2025-02-11,99,Élevée,9.17,32.27,Sprint,Cadet B,2024-2025
91345,756,2025-02-11,78,Élevée,7.61,32.99,Sprint,Cadet B,2024-2025
91346,827,2025-02-11,90,Élevée,7.67,32.23,Endurance,Cadet B,2024-2025
91347,939,2025-02-11,109,Moyenne,6.66,28.02,Technique,Cadet B,2024-2025
91348,359,2025-02-11,107,Moyenne,5.25,29.34,Endurance,Elite,2024-2025
91349,527,2025-02-11,92,Élevée,7.69,30.17,Technique,Elite,2024-2025
91350,162,2025-02-11,113,Faible,4.79,24.44,Technique,Elite,2024-2025
91351,229,2025-02-11,66,Faible,4.08,25.45,Sprint,Elite,2024-2025
91352,237,2025-02-11,87,Élevée,8.57,32.88,Match d’entraînement,Elite,2024-2025
91353,793,2025-02-11,79,Moyenne,6.3,27.55,Sprint,Elite,2024-2025
91354,204,2025-02-11,61,Élevée,8.11,30.15,Endurance,Elite,2024-2025
91355,115,2025-02-11,87,Élevée,7.62,30.26,Match d’entraînement,Elite,2024-2025
91356,578,2025-02-11,77,Moyenne,6.03,29.01,Match d’entraînement,Elite,2024-2025
91357,573,2025-02-11,88,Faible,4.5,20.73,Match d’entraînement,Elite,2024-2025
91358,968,2025-02-11,97,Faible,4.5,20.17,Technique,Elite,2024-2025
91359,646,2025-02-11,118,Moyenne,7.32,28.55,Match d’entraînement,Elite,2024-2025
91360,621,2025-02-11,113,Élevée,8.14,31.95,Technique,Elite,2024-2025
91361,810,2025-02-11,113,Faible,4.1,21.88,Technique,Elite,2024-2025
91362,669,2025-02-11,114,Élevée,7.56,31.13,Endurance,Elite,2024-2025
91363,461,2025-02-11,111,Moyenne,6.42,28.24,Match d’entraînement,Elite,2024-2025
91364,42,2025-02-11,91,Moyenne,5.65,26.06,Sprint,Elite,2024-2025
91365,98,2025-02-11,74,Élevée,7.75,32.17,Endurance,Elite,2024-2025
91366,297,2025-02-11,108,Moyenne,5.12,29.91,Technique,Elite,2024-2025
91367,311,2025-02-11,70,Faible,4.82,22.44,Endurance,Elite,2024-2025
91368,774,2025-02-11,118,Élevée,7.66,32.38,Match d’entraînement,Elite,2024-2025
91369,87,2025-02-11,105,Moyenne,5.11,26.85,Match d’entraînement,Junior,2024-2025
91370,697,2025-02-11,116,Faible,3.41,25.19,Technique,Junior,2024-2025
91371,884,2025-02-11,116,Moyenne,5.54,28.53,Endurance,Junior,2024-2025
91372,432,2025-02-11,116,Élevée,8.43,31.66,Endurance,Junior,2024-2025
91373,56,2025-02-11,66,Moyenne,5.65,26.34,Sprint,Junior,2024-2025
91374,219,2025-02-11,101,Élevée,9.99,32.14,Endurance,Junior,2024-2025
91375,376,2025-02-11,91,Élevée,8.29,31.15,Sprint,Junior,2024-2025
91376,811,2025-02-11,101,Faible,3.74,22.79,Technique,Junior,2024-2025
91377,93,2025-02-11,90,Élevée,9.91,31.44,Technique,Junior,2024-2025
91378,786,2025-02-11,60,Moyenne,6.5,27.59,Match d’entraînement,Junior,2024-2025
91379,261,2025-02-11,119,Moyenne,6.22,27.84,Match d’entraînement,Junior,2024-2025
91380,931,2025-02-11,73,Faible,3.34,23.62,Technique,Junior,2024-2025
91381,242,2025-02-11,60,Faible,3.17,24.08,Match d’entraînement,Junior,2024-2025
91382,680,2025-02-11,108,Faible,4.12,20.65,Technique,Junior,2024-2025
91383,249,2025-02-11,77,Moyenne,5.36,27.11,Match d’entraînement,Junior,2024-2025
91384,767,2025-02-11,77,Moyenne,5.04,26.48,Endurance,Junior,2024-2025
91385,879,2025-02-11,63,Faible,4.94,24.9,Endurance,Junior,2024-2025
91386,658,2025-02-11,103,Moyenne,6.77,26.76,Match d’entraînement,Junior,2024-2025
91387,205,2025-02-11,68,Moyenne,5.8,28.53,Endurance,Junior,2024-2025
91388,301,2025-02-11,69,Faible,4.83,22.14,Technique,Junior,2024-2025
91389,509,2025-02-11,78,Élevée,8.04,32.69,Technique,Junior,2024-2025
91390,472,2025-02-11,65,Moyenne,6.24,28.6,Match d’entraînement,Minime A,2024-2025
91391,286,2025-02-11,62,Élevée,9.68,32.79,Sprint,Minime A,2024-2025
91392,906,2025-02-11,69,Élevée,9.78,32.45,Sprint,Minime A,2024-2025
91393,145,2025-02-11,61,Moyenne,5.82,26.18,Technique,Minime A,2024-2025
91394,469,2025-02-11,114,Élevée,8.22,30.2,Endurance,Minime A,2024-2025
91395,47,2025-02-11,112,Élevée,8.65,33.0,Match d’entraînement,Minime A,2024-2025
91396,489,2025-02-11,105,Moyenne,5.83,26.03,Sprint,Minime A,2024-2025
91397,561,2025-02-11,92,Moyenne,5.29,27.51,Endurance,Minime A,2024-2025
91398,567,2025-02-11,78,Moyenne,5.87,27.34,Sprint,Minime A,2024-2025
91399,917,2025-02-11,81,Faible,3.09,23.08,Sprint,Minime A,2024-2025
91400,588,2025-02-11,73,Faible,3.24,22.01,Technique,Minime A,2024-2025
91401,628,2025-02-11,60,Faible,4.44,21.5,Match d’entraînement,Minime A,2024-2025
91402,188,2025-02-11,69,Moyenne,7.34,28.61,Technique,Minime A,2024-2025
91403,104,2025-02-11,104,Moyenne,6.95,27.99,Sprint,Minime A,2024-2025
91404,550,2025-02-11,68,Faible,4.03,21.31,Technique,Minime A,2024-2025
91405,654,2025-02-11,110,Élevée,9.09,31.78,Technique,Minime A,2024-2025
91406,260,2025-02-11,77,Élevée,9.63,31.55,Technique,Minime A,2024-2025
91407,565,2025-02-11,61,Faible,3.04,21.11,Technique,Minime A,2024-2025
91408,236,2025-02-11,85,Élevée,8.36,30.54,Endurance,Minime A,2024-2025
91409,316,2025-02-11,116,Faible,3.02,21.74,Technique,Minime A,2024-2025
91410,97,2025-02-11,102,Faible,3.61,22.23,Endurance,Minime A,2024-2025
91411,871,2025-02-11,61,Faible,3.74,25.18,Sprint,Minime A,2024-2025
91412,215,2025-02-11,82,Faible,3.21,24.17,Technique,Minime B,2024-2025
91413,753,2025-02-11,62,Élevée,9.31,32.08,Sprint,Minime B,2024-2025
91414,107,2025-02-11,84,Faible,3.92,24.88,Technique,Minime B,2024-2025
91415,11,2025-02-11,103,Élevée,9.22,32.25,Endurance,Minime B,2024-2025
91416,180,2025-02-11,112,Moyenne,6.14,27.57,Endurance,Minime B,2024-2025
91417,862,2025-02-11,115,Faible,3.61,21.52,Sprint,Minime B,2024-2025
91418,718,2025-02-11,103,Moyenne,5.51,26.39,Match d’entraînement,Minime B,2024-2025
91419,892,2025-02-11,95,Élevée,9.24,32.5,Match d’entraînement,Minime B,2024-2025
91420,914,2025-02-11,94,Faible,4.63,20.3,Technique,Minime B,2024-2025
91421,607,2025-02-11,81,Moyenne,5.01,29.81,Technique,Minime B,2024-2025
91422,843,2025-02-11,119,Faible,4.53,25.25,Sprint,Minime B,2024-2025
91423,168,2025-02-11,104,Moyenne,7.12,26.8,Endurance,Minime B,2024-2025
91424,275,2025-02-11,91,Faible,4.09,20.88,Endurance,Minime B,2024-2025
91425,587,2025-02-11,62,Moyenne,6.26,26.51,Technique,Minime B,2024-2025
91426,826,2025-02-11,82,Faible,4.81,24.66,Sprint,Minime B,2024-2025
91427,409,2025-02-11,117,Moyenne,7.02,28.66,Sprint,Minime B,2024-2025
91428,836,2025-02-11,64,Élevée,9.13,30.39,Match d’entraînement,Minime B,2024-2025
91429,976,2025-02-11,94,Faible,4.79,23.35,Endurance,Senior,2024-2025
91430,66,2025-02-11,72,Élevée,8.75,30.91,Endurance,Senior,2024-2025
91431,809,2025-02-11,102,Faible,4.26,24.41,Technique,Senior,2024-2025
91432,406,2025-02-11,75,Élevée,7.8,32.0,Technique,Senior,2024-2025
91433,715,2025-02-11,79,Faible,4.32,23.68,Endurance,Senior,2024-2025
91434,89,2025-02-11,101,Faible,4.96,22.98,Technique,Senior,2024-2025
91435,77,2025-02-11,74,Faible,3.45,20.53,Endurance,Senior,2024-2025
91436,342,2025-02-11,97,Faible,4.67,25.54,Sprint,Senior,2024-2025
91437,731,2025-02-11,67,Élevée,7.57,30.16,Match d’entraînement,Senior,2024-2025
91438,380,2025-02-11,120,Faible,4.3,23.01,Endurance,Senior,2024-2025
91439,258,2025-02-11,115,Élevée,9.59,30.75,Match d’entraînement,Senior,2024-2025
91440,664,2025-02-11,112,Élevée,9.98,32.07,Sprint,Senior,2024-2025
91441,866,2025-02-11,89,Moyenne,6.57,26.49,Match d’entraînement,Senior,2024-2025
91442,831,2025-02-11,66,Moyenne,6.37,26.25,Match d’entraînement,Senior,2024-2025
91443,18,2025-02-11,108,Élevée,8.49,30.02,Match d’entraînement,Senior,2024-2025
91444,590,2025-02-11,95,Moyenne,7.25,27.24,Technique,Senior,2024-2025
91445,100,2025-02-11,118,Faible,3.53,23.05,Match d’entraînement,Senior,2024-2025
91446,849,2025-02-11,105,Faible,4.85,23.6,Match d’entraînement,Senior,2024-2025
91447,943,2025-02-11,72,Élevée,7.68,30.55,Endurance,Senior,2024-2025
91448,897,2025-02-11,104,Moyenne,5.24,28.13,Sprint,Senior,2024-2025
91449,206,2025-02-11,110,Moyenne,6.88,26.54,Technique,Senior,2024-2025
91450,688,2025-02-12,115,Élevée,7.6,31.44,Technique,Cadet A,2024-2025
91451,270,2025-02-12,60,Moyenne,5.09,27.54,Technique,Cadet A,2024-2025
91452,341,2025-02-12,94,Élevée,8.83,30.1,Endurance,Cadet A,2024-2025
91453,285,2025-02-12,117,Moyenne,7.46,28.94,Sprint,Cadet A,2024-2025
91454,895,2025-02-12,69,Moyenne,6.95,26.21,Endurance,Cadet A,2024-2025
91455,393,2025-02-12,99,Faible,3.07,25.02,Technique,Cadet A,2024-2025
91456,818,2025-02-12,72,Faible,3.75,22.74,Endurance,Cadet A,2024-2025
91457,600,2025-02-12,71,Élevée,8.34,31.05,Endurance,Cadet A,2024-2025
91458,829,2025-02-12,60,Élevée,9.55,32.69,Technique,Cadet A,2024-2025
91459,414,2025-02-12,76,Élevée,8.93,32.54,Sprint,Cadet A,2024-2025
91460,881,2025-02-12,78,Élevée,8.48,32.48,Technique,Cadet A,2024-2025
91461,124,2025-02-12,113,Élevée,8.44,31.68,Endurance,Cadet A,2024-2025
91462,757,2025-02-12,71,Élevée,9.88,32.51,Sprint,Cadet A,2024-2025
91463,666,2025-02-12,84,Faible,4.19,22.04,Technique,Cadet A,2024-2025
91464,152,2025-02-12,67,Faible,4.15,25.44,Match d’entraînement,Cadet A,2024-2025
91465,617,2025-02-12,65,Moyenne,5.04,29.47,Endurance,Cadet A,2024-2025
91466,439,2025-02-12,98,Faible,4.95,24.52,Endurance,Cadet A,2024-2025
91467,32,2025-02-12,105,Moyenne,5.82,27.38,Match d’entraînement,Cadet A,2024-2025
91468,678,2025-02-12,73,Élevée,8.7,31.19,Technique,Cadet A,2024-2025
91469,802,2025-02-12,94,Moyenne,7.17,29.85,Match d’entraînement,Cadet A,2024-2025
91470,974,2025-02-12,77,Faible,3.7,23.76,Sprint,Cadet A,2024-2025
91471,476,2025-02-12,83,Moyenne,6.33,26.99,Technique,Cadet B,2024-2025
91472,942,2025-02-12,104,Faible,3.09,25.17,Endurance,Cadet B,2024-2025
91473,213,2025-02-12,72,Moyenne,6.2,27.18,Endurance,Cadet B,2024-2025
91474,756,2025-02-12,118,Élevée,9.43,32.24,Endurance,Cadet B,2024-2025
91475,939,2025-02-12,92,Élevée,7.66,31.4,Match d’entraînement,Cadet B,2024-2025
91476,176,2025-02-12,63,Moyenne,6.67,27.07,Endurance,Cadet B,2024-2025
91477,689,2025-02-12,83,Moyenne,6.97,26.82,Endurance,Cadet B,2024-2025
91478,212,2025-02-12,115,Élevée,9.42,32.76,Match d’entraînement,Cadet B,2024-2025
91479,825,2025-02-12,97,Élevée,9.84,30.32,Sprint,Cadet B,2024-2025
91480,723,2025-02-12,83,Moyenne,6.05,29.88,Match d’entraînement,Cadet B,2024-2025
91481,468,2025-02-12,101,Faible,4.22,23.32,Technique,Cadet B,2024-2025
91482,668,2025-02-12,68,Élevée,8.63,31.16,Technique,Cadet B,2024-2025
91483,211,2025-02-12,106,Faible,4.47,23.68,Endurance,Cadet B,2024-2025
91484,728,2025-02-12,103,Faible,3.87,22.23,Match d’entraînement,Cadet B,2024-2025
91485,449,2025-02-12,67,Élevée,9.11,32.11,Match d’entraînement,Cadet B,2024-2025
91486,610,2025-02-12,83,Faible,3.98,22.97,Technique,Cadet B,2024-2025
91487,571,2025-02-12,106,Moyenne,7.18,26.18,Technique,Cadet B,2024-2025
91488,147,2025-02-12,61,Élevée,9.08,30.11,Technique,Cadet B,2024-2025
91489,748,2025-02-12,114,Faible,3.36,20.21,Match d’entraînement,Cadet B,2024-2025
91490,434,2025-02-12,99,Faible,4.12,23.2,Match d’entraînement,Cadet B,2024-2025
91491,827,2025-02-12,100,Moyenne,5.9,28.18,Sprint,Cadet B,2024-2025
91492,98,2025-02-12,75,Moyenne,7.06,28.01,Endurance,Elite,2024-2025
91493,491,2025-02-12,108,Faible,3.12,24.22,Sprint,Elite,2024-2025
91494,461,2025-02-12,120,Élevée,8.04,30.11,Match d’entraînement,Elite,2024-2025
91495,810,2025-02-12,88,Moyenne,6.18,27.97,Match d’entraînement,Elite,2024-2025
91496,886,2025-02-12,107,Moyenne,7.09,28.45,Technique,Elite,2024-2025
91497,793,2025-02-12,114,Faible,4.44,21.71,Technique,Elite,2024-2025
91498,527,2025-02-12,90,Élevée,8.27,32.66,Technique,Elite,2024-2025
91499,162,2025-02-12,104,Moyenne,5.39,27.18,Technique,Elite,2024-2025
91500,42,2025-02-12,68,Élevée,9.87,32.52,Sprint,Elite,2024-2025
91501,115,2025-02-12,85,Faible,3.88,20.95,Match d’entraînement,Elite,2024-2025
91502,774,2025-02-12,120,Élevée,8.87,30.46,Technique,Elite,2024-2025
91503,237,2025-02-12,82,Moyenne,6.23,27.1,Sprint,Elite,2024-2025
91504,578,2025-02-12,84,Moyenne,6.04,29.81,Match d’entraînement,Elite,2024-2025
91505,359,2025-02-12,84,Élevée,9.38,32.26,Technique,Elite,2024-2025
91506,269,2025-02-12,78,Moyenne,5.23,28.39,Endurance,Elite,2024-2025
91507,229,2025-02-12,104,Faible,3.58,21.51,Sprint,Elite,2024-2025
91508,646,2025-02-12,88,Moyenne,5.43,28.85,Endurance,Elite,2024-2025
91509,311,2025-02-12,110,Faible,4.84,23.04,Sprint,Elite,2024-2025
91510,968,2025-02-12,82,Moyenne,7.03,29.76,Sprint,Elite,2024-2025
91511,204,2025-02-12,66,Élevée,7.51,31.18,Technique,Elite,2024-2025
91512,297,2025-02-12,68,Faible,3.56,24.97,Technique,Elite,2024-2025
91513,811,2025-02-12,89,Élevée,9.81,31.67,Sprint,Junior,2024-2025
91514,249,2025-02-12,68,Moyenne,5.7,28.22,Endurance,Junior,2024-2025
91515,301,2025-02-12,119,Faible,4.69,24.46,Technique,Junior,2024-2025
91516,509,2025-02-12,84,Faible,4.58,21.64,Endurance,Junior,2024-2025
91517,354,2025-02-12,87,Faible,4.71,22.73,Match d’entraînement,Junior,2024-2025
91518,219,2025-02-12,94,Élevée,8.69,31.12,Endurance,Junior,2024-2025
91519,931,2025-02-12,70,Élevée,9.42,32.93,Technique,Junior,2024-2025
91520,261,2025-02-12,62,Élevée,9.06,31.93,Sprint,Junior,2024-2025
91521,242,2025-02-12,104,Élevée,8.44,31.04,Endurance,Junior,2024-2025
91522,879,2025-02-12,92,Moyenne,6.08,26.45,Technique,Junior,2024-2025
91523,164,2025-02-12,120,Moyenne,5.39,27.86,Sprint,Junior,2024-2025
91524,786,2025-02-12,86,Élevée,8.29,30.11,Match d’entraînement,Junior,2024-2025
91525,93,2025-02-12,85,Moyenne,5.28,29.89,Technique,Junior,2024-2025
91526,893,2025-02-12,60,Élevée,9.7,32.71,Technique,Junior,2024-2025
91527,87,2025-02-12,102,Moyenne,6.83,29.34,Endurance,Junior,2024-2025
91528,432,2025-02-12,84,Moyenne,5.36,27.33,Endurance,Junior,2024-2025
91529,697,2025-02-12,79,Moyenne,5.25,28.21,Endurance,Junior,2024-2025
91530,680,2025-02-12,69,Moyenne,7.16,27.13,Sprint,Junior,2024-2025
91531,376,2025-02-12,107,Faible,4.42,20.22,Match d’entraînement,Junior,2024-2025
91532,658,2025-02-12,76,Élevée,9.75,30.87,Sprint,Junior,2024-2025
91533,56,2025-02-12,85,Moyenne,5.31,29.21,Endurance,Junior,2024-2025
91534,236,2025-02-12,118,Moyenne,7.38,26.35,Technique,Minime A,2024-2025
91535,657,2025-02-12,113,Faible,4.24,23.33,Technique,Minime A,2024-2025
91536,145,2025-02-12,108,Élevée,9.94,31.36,Match d’entraînement,Minime A,2024-2025
91537,565,2025-02-12,61,Élevée,8.55,32.76,Technique,Minime A,2024-2025
91538,561,2025-02-12,105,Élevée,9.59,30.42,Match d’entraînement,Minime A,2024-2025
91539,286,2025-02-12,82,Moyenne,5.1,29.18,Endurance,Minime A,2024-2025
91540,567,2025-02-12,88,Élevée,7.9,32.68,Technique,Minime A,2024-2025
91541,472,2025-02-12,92,Faible,4.66,24.6,Endurance,Minime A,2024-2025
91542,906,2025-02-12,72,Faible,4.55,21.7,Technique,Minime A,2024-2025
91543,104,2025-02-12,108,Élevée,7.68,30.6,Endurance,Minime A,2024-2025
91544,654,2025-02-12,68,Moyenne,5.79,28.31,Technique,Minime A,2024-2025
91545,588,2025-02-12,100,Faible,4.68,24.78,Endurance,Minime A,2024-2025
91546,489,2025-02-12,101,Faible,4.87,22.0,Match d’entraînement,Minime A,2024-2025
91547,260,2025-02-12,67,Moyenne,6.38,28.76,Technique,Minime A,2024-2025
91548,628,2025-02-12,65,Élevée,7.75,30.21,Endurance,Minime A,2024-2025
91549,469,2025-02-12,68,Élevée,7.87,32.37,Endurance,Minime A,2024-2025
91550,79,2025-02-12,71,Faible,4.72,25.74,Endurance,Minime A,2024-2025
91551,313,2025-02-12,91,Faible,4.95,23.52,Endurance,Minime A,2024-2025
91552,188,2025-02-12,74,Moyenne,6.21,29.8,Match d’entraînement,Minime A,2024-2025
91553,316,2025-02-12,95,Moyenne,5.01,27.73,Technique,Minime A,2024-2025
91554,88,2025-02-12,65,Élevée,9.55,30.15,Sprint,Minime B,2024-2025
91555,944,2025-02-12,106,Moyenne,5.81,27.89,Match d’entraînement,Minime B,2024-2025
91556,275,2025-02-12,119,Moyenne,6.09,27.47,Match d’entraînement,Minime B,2024-2025
91557,607,2025-02-12,97,Moyenne,7.47,26.41,Endurance,Minime B,2024-2025
91558,107,2025-02-12,67,Moyenne,6.58,27.57,Endurance,Minime B,2024-2025
91559,914,2025-02-12,91,Moyenne,7.32,29.41,Match d’entraînement,Minime B,2024-2025
91560,982,2025-02-12,117,Élevée,7.67,30.18,Technique,Minime B,2024-2025
91561,892,2025-02-12,106,Élevée,8.72,32.11,Sprint,Minime B,2024-2025
91562,587,2025-02-12,95,Faible,3.75,22.08,Technique,Minime B,2024-2025
91563,11,2025-02-12,104,Moyenne,6.3,27.69,Endurance,Minime B,2024-2025
91564,843,2025-02-12,106,Faible,5.0,23.5,Sprint,Minime B,2024-2025
91565,409,2025-02-12,85,Faible,4.36,24.01,Sprint,Minime B,2024-2025
91566,862,2025-02-12,79,Faible,3.39,20.45,Match d’entraînement,Minime B,2024-2025
91567,215,2025-02-12,73,Faible,3.23,21.79,Endurance,Minime B,2024-2025
91568,753,2025-02-12,80,Moyenne,5.1,29.08,Match d’entraînement,Minime B,2024-2025
91569,826,2025-02-12,79,Élevée,8.01,32.29,Match d’entraînement,Minime B,2024-2025
91570,180,2025-02-12,115,Élevée,8.46,31.48,Technique,Minime B,2024-2025
91571,168,2025-02-12,68,Élevée,7.52,31.32,Technique,Minime B,2024-2025
91572,89,2025-02-12,76,Faible,3.43,20.69,Technique,Senior,2024-2025
91573,342,2025-02-12,120,Faible,4.29,22.62,Endurance,Senior,2024-2025
91574,897,2025-02-12,98,Élevée,8.72,32.68,Technique,Senior,2024-2025
91575,866,2025-02-12,79,Faible,3.28,21.42,Endurance,Senior,2024-2025
91576,726,2025-02-12,76,Moyenne,5.37,29.56,Match d’entraînement,Senior,2024-2025
91577,100,2025-02-12,82,Faible,3.69,23.34,Sprint,Senior,2024-2025
91578,206,2025-02-12,95,Élevée,7.92,32.66,Endurance,Senior,2024-2025
91579,30,2025-02-12,70,Moyenne,5.81,26.73,Match d’entraînement,Senior,2024-2025
91580,77,2025-02-12,104,Moyenne,6.54,29.38,Sprint,Senior,2024-2025
91581,38,2025-02-12,60,Élevée,8.63,30.47,Endurance,Senior,2024-2025
91582,406,2025-02-12,105,Élevée,8.67,32.97,Match d’entraînement,Senior,2024-2025
91583,976,2025-02-12,107,Élevée,7.75,32.49,Endurance,Senior,2024-2025
91584,590,2025-02-12,106,Moyenne,6.68,26.07,Endurance,Senior,2024-2025
91585,849,2025-02-12,78,Moyenne,7.23,27.9,Sprint,Senior,2024-2025
91586,996,2025-02-12,64,Élevée,8.27,30.16,Sprint,Senior,2024-2025
91587,258,2025-02-12,63,Faible,3.87,20.48,Match d’entraînement,Senior,2024-2025
91588,380,2025-02-12,95,Faible,3.07,22.01,Match d’entraînement,Senior,2024-2025
91589,66,2025-02-12,98,Élevée,8.79,31.28,Match d’entraînement,Senior,2024-2025
91590,943,2025-02-12,100,Moyenne,5.2,26.02,Technique,Senior,2024-2025
91591,731,2025-02-12,75,Moyenne,6.37,28.53,Sprint,Senior,2024-2025
91592,715,2025-02-12,70,Élevée,8.64,32.48,Sprint,Senior,2024-2025
91593,664,2025-02-12,113,Moyenne,6.46,27.55,Technique,Senior,2024-2025
91594,124,2025-02-13,96,Moyenne,5.96,27.06,Technique,Cadet A,2024-2025
91595,974,2025-02-13,66,Élevée,8.96,32.92,Technique,Cadet A,2024-2025
91596,617,2025-02-13,115,Moyenne,5.42,28.46,Sprint,Cadet A,2024-2025
91597,414,2025-02-13,97,Élevée,8.73,31.76,Match d’entraînement,Cadet A,2024-2025
91598,285,2025-02-13,70,Moyenne,6.08,26.85,Technique,Cadet A,2024-2025
91599,688,2025-02-13,67,Moyenne,6.94,27.92,Endurance,Cadet A,2024-2025
91600,807,2025-02-13,81,Moyenne,5.71,27.38,Sprint,Cadet A,2024-2025
91601,678,2025-02-13,72,Élevée,8.17,30.85,Technique,Cadet A,2024-2025
91602,393,2025-02-13,111,Moyenne,7.04,29.22,Match d’entraînement,Cadet A,2024-2025
91603,829,2025-02-13,98,Moyenne,5.77,28.16,Endurance,Cadet A,2024-2025
91604,895,2025-02-13,101,Élevée,9.02,31.68,Match d’entraînement,Cadet A,2024-2025
91605,152,2025-02-13,60,Faible,4.35,23.34,Technique,Cadet A,2024-2025
91606,270,2025-02-13,101,Faible,4.29,24.32,Match d’entraînement,Cadet A,2024-2025
91607,802,2025-02-13,86,Moyenne,7.31,29.17,Match d’entraînement,Cadet A,2024-2025
91608,439,2025-02-13,104,Faible,3.1,25.46,Sprint,Cadet A,2024-2025
91609,341,2025-02-13,96,Moyenne,5.03,26.12,Endurance,Cadet A,2024-2025
91610,445,2025-02-13,100,Élevée,8.47,30.14,Technique,Cadet A,2024-2025
91611,600,2025-02-13,61,Faible,4.13,22.38,Technique,Cadet A,2024-2025
91612,818,2025-02-13,65,Élevée,9.6,32.92,Endurance,Cadet A,2024-2025
91613,101,2025-02-13,72,Faible,3.65,23.85,Sprint,Cadet A,2024-2025
91614,689,2025-02-13,84,Élevée,8.7,31.29,Technique,Cadet B,2024-2025
91615,468,2025-02-13,85,Élevée,8.14,31.3,Match d’entraînement,Cadet B,2024-2025
91616,147,2025-02-13,70,Faible,4.05,20.13,Technique,Cadet B,2024-2025
91617,825,2025-02-13,107,Élevée,8.64,31.89,Sprint,Cadet B,2024-2025
91618,434,2025-02-13,117,Moyenne,5.79,27.26,Match d’entraînement,Cadet B,2024-2025
91619,668,2025-02-13,113,Faible,4.85,24.06,Technique,Cadet B,2024-2025
91620,212,2025-02-13,76,Élevée,7.65,31.37,Endurance,Cadet B,2024-2025
91621,942,2025-02-13,78,Élevée,9.89,31.72,Technique,Cadet B,2024-2025
91622,756,2025-02-13,66,Élevée,9.54,30.05,Endurance,Cadet B,2024-2025
91623,939,2025-02-13,113,Faible,3.62,23.04,Endurance,Cadet B,2024-2025
91624,748,2025-02-13,100,Moyenne,7.32,26.76,Match d’entraînement,Cadet B,2024-2025
91625,476,2025-02-13,74,Élevée,8.48,30.21,Sprint,Cadet B,2024-2025
91626,571,2025-02-13,82,Faible,4.69,20.14,Endurance,Cadet B,2024-2025
91627,176,2025-02-13,91,Élevée,9.75,31.64,Endurance,Cadet B,2024-2025
91628,213,2025-02-13,91,Élevée,9.57,30.01,Endurance,Cadet B,2024-2025
91629,833,2025-02-13,93,Faible,3.2,20.39,Technique,Cadet B,2024-2025
